dealYear,dealMonth,dealDay,umdNm,jibun,buildingUse,buildingType,buildingAr,floor,dealAmount,buildYear,landUse,dealingGbn,buyerGbn,slerGbn,cdealType,cdealDay,pyeongPrice
2025,11,29,반송동,107-3,제2종근린생활,집합,37.24,1,"36,500",2007,중심상업,중개거래,개인,개인,,,3240
2025,11,29,청계동,534-2,제1종근린생활,집합,31.54,1,"27,000",2016,일반상업,중개거래,개인,개인,,,2830
2025,12,4,여울동,978,업무,집합,42,18,"17,184",2021,중심상업,중개거래,법인,개인,,,1353
2025,12,5,영천동,872,업무,집합,56.4,2,"30,711",2024,준주거,중개거래,개인,법인,,,1800
2025,12,5,영천동,872,업무,집합,78.96,2,"41,301",2024,준주거,중개거래,개인,법인,,,1729
2025,12,5,여울동,978,업무,집합,46,4,"23,000",2021,중심상업,중개거래,법인,개인,,,1653
2025,12,6,목동,496-2,제2종근린생활,집합,58.8,7,"24,500",2021,근린상업,중개거래,개인,개인,,,1377
2025,12,8,영천동,658-1,제1종근린생활,집합,81.32,4,"26,200",2016,준주거,중개거래,법인,개인,,,1065
2025,12,12,여울동,978,업무,집합,45.3,18,"17,861",2021,중심상업,중개거래,법인,개인,,,1303
2025,12,12,청계동,520,제2종근린생활,집합,24.2,1,"23,000",2015,제3종일반주거,중개거래,개인,법인,,,3142
2025,12,13,청계동,512,제2종근린생활,집합,26.52,1,"40,000",2015,제3종일반주거,직거래,개인,개인,,,4986
2025,12,19,여울동,975,업무,집합,23.6,13,"10,063",2022,중심상업,중개거래,법인,법인,O,26.01.20,1410
2025,12,20,청계동,535-3,제2종근린생활,집합,83.39,2,"63,000",2016,일반상업,중개거래,개인,개인,,,2497
2025,12,22,반송동,107-3,제2종근린생활,집합,35.69,1,"28,000",2007,중심상업,중개거래,개인,개인,,,2594
2025,12,22,능동,1064-4,업무,집합,24.75,2,"6,000",2010,일반상업,직거래,개인,개인,,,801
2025,12,23,산척동,728-6,제2종근린생활,집합,59.93,9,"30,500",2019,일반상업,중개거래,개인,개인,,,1682
2025,12,26,여울동,968-2,제1종근린생활,집합,142.89,6,"62,500",2016,중심상업,중개거래,개인,개인,,,1446
2025,12,29,여울동,975,업무,집합,23.6,9,"9,964",2022,중심상업,중개거래,법인,법인,,,1396
2025,12,30,능동,1063-1,제2종근린생활,집합,15.39,6,"2,600",2008,일반상업,직거래,법인,개인,,,558
2025,12,30,여울동,975,업무,집합,23.6,9,"9,964",2022,중심상업,중개거래,법인,법인,,,1396
2025,12,31,반송동,212,제2종근린생활,집합,27.68,2,"14,400",2007,제3종일반주거,중개거래,개인,개인,,,1720
2026,1,1,영천동,853-3,업무,집합,38.22,,"19,593",,준주거,중개거래,개인,개인,,,1695
2026,1,2,산척동,728-5,교육연구,집합,71.27,7,"32,000",2019,일반상업,중개거래,개인,개인,,,1484
2026,1,2,청계동,535-7,제2종근린생활,집합,66.12,4,"37,300",2016,일반상업,직거래,법인,개인,,,1865
2026,1,2,능동,1063-1,업무,집합,15.39,5,"2,500",2008,일반상업,중개거래,개인,개인,,,537
2026,1,12,산척동,728-2,제2종근린생활,집합,58.28,8,"28,800",2018,일반상업,중개거래,개인,개인,,,1634
2026,1,12,산척동,728-2,제2종근린생활,집합,67.34,8,"29,500",2018,일반상업,중개거래,개인,개인,,,1448
2026,1,13,영천동,853-1,업무,집합,37.67,19,"11,570",2019,준주거,직거래,법인,개인,,,1015
2026,1,13,반송동,219-3,제1종근린생활,집합,33.12,1,"53,000",2007,근린상업,중개거래,기타,개인,,,5290
2026,1,14,장지동,510,제2종근린생활,집합,313.8,1,"114,460",2019,계획관리,직거래,법인,법인,,,1206
2026,1,14,장지동,510,제2종근린생활,집합,332.4,2,"121,245",2019,계획관리,직거래,법인,법인,,,1206
2026,1,14,장지동,510,제2종근린생활,집합,300.36,3,"109,558",2019,계획관리,직거래,법인,법인,,,1206
2026,1,14,장지동,510,제2종근린생활,집합,132.1,1,"48,183",2019,계획관리,직거래,법인,법인,,,1206
2026,1,14,장지동,510,제2종근린생활,집합,168.84,1,"61,584",2019,계획관리,직거래,법인,법인,,,1206
2026,1,14,장지동,510,제2종근린생활,집합,325.16,2,"118,601",2019,계획관리,직거래,법인,법인,,,1206
2026,1,14,장지동,510,제2종근린생활,집합,134,3,"48,876",2019,계획관리,직거래,법인,법인,,,1206
2026,1,14,장지동,510,제2종근린생활,집합,306.15,1,"111,668",2019,계획관리,직거래,법인,법인,,,1206
2026,1,14,장지동,510,제2종근린생활,집합,330.05,2,"120,385",2019,계획관리,직거래,법인,법인,,,1206
2026,1,16,반송동,107-1,제2종근린생활,집합,93.6,5,"24,000",,중심상업,중개거래,개인,개인,,,848
2026,1,19,여울동,975,업무,집합,34.79,10,"14,000",2022,중심상업,중개거래,법인,개인,,,1330
2026,1,20,영천동,853-3,업무,집합,38.22,,"19,893",,준주거,중개거래,개인,개인,O,26.06.09,1721
2026,1,20,영천동,853-3,업무,집합,38.22,,"19,593",,준주거,중개거래,개인,개인,,,1695
2026,1,23,송동,683-2,업무,집합,25.16,12,"13,000",2024,준주거,중개거래,개인,개인,O,26.02.27,1708
2026,1,24,반송동,215,제2종근린생활,집합,39.78,3,"14,000",2007,제3종일반주거,중개거래,개인,개인,,,1163
2026,1,24,반송동,215,제2종근린생활,집합,45.63,3,"16,000",2007,제3종일반주거,중개거래,개인,개인,,,1159
2026,1,24,목동,496-2,제1종근린생활,집합,62.4,3,"33,800",,근린상업,중개거래,개인,개인,,,1791
2026,1,25,여울동,969-4,제2종근린생활,집합,73.03,3,"38,500",2016,중심상업,중개거래,개인,개인,,,1743
2026,1,27,산척동,728-2,제1종근린생활,집합,58.28,8,"25,000",2018,일반상업,중개거래,개인,개인,,,1418
2026,1,27,산척동,723,제1종근린생활,집합,121.9,3,"48,000",2018,근린상업,중개거래,법인,개인,,,1302
2026,1,28,영천동,678-5,제1종근린생활,집합,38.4,1,"30,000",2016,근린상업,직거래,법인,개인,,,2583
2026,1,28,영천동,837,업무,집합,25.38,,"8,800",2019,준주거,중개거래,개인,개인,,,1146
2026,1,28,송동,683-2,업무,집합,30.54,5,"22,500",2024,준주거,중개거래,개인,개인,,,2436
2026,1,31,여울동,972,제2종근린생활,집합,31.93,,"24,000",,제3종일반주거,중개거래,개인,개인,,,2485
2026,1,31,여울동,975,업무,집합,38.22,5,"14,050",2022,중심상업,중개거래,개인,개인,,,1215
2026,2,2,산척동,727-1,제2종근린생활,집합,65.54,,"49,221",2018,제1종일반주거,중개거래,법인,법인,,,2483
2026,2,2,산척동,727-1,제2종근린생활,집합,68.53,,"51,467",2018,제1종일반주거,중개거래,법인,법인,,,2483
2026,2,2,산척동,727-1,제2종근린생활,집합,57.1,,"42,882",2018,제1종일반주거,중개거래,법인,법인,,,2483
2026,2,2,산척동,727-1,제2종근린생활,집합,43.75,,"32,857",2018,제1종일반주거,중개거래,법인,법인,,,2483
2026,2,2,산척동,727-1,제2종근린생활,집합,38.45,,"28,876",2018,제1종일반주거,중개거래,법인,법인,,,2483
2026,2,2,산척동,727-1,제2종근린생활,집합,44.68,,"33,511",2018,제1종일반주거,중개거래,법인,법인,,,2479
2026,2,2,산척동,727-1,제2종근린생활,집합,63.07,,"47,310",2018,제1종일반주거,중개거래,법인,법인,,,2480
2026,2,4,반송동,107-2,제1종근린생활,집합,50.8,,"31,000",,중심상업,직거래,개인,개인,,,2017
2026,2,4,반송동,107-2,제2종근린생활,집합,49.53,1,"31,000",2007,중심상업,직거래,개인,개인,,,2069
2026,2,5,능동,1152-5,제2종근린생활,집합,151.94,2,"40,000",2008,근린상업,중개거래,개인,개인,,,870
2026,2,5,산척동,728-3,제1종근린생활,집합,24.7,1,"54,000",2019,일반상업,직거래,개인,개인,,,7227
2026,2,5,반송동,221-2,제2종근린생활,집합,37.44,1,"74,000",2007,근린상업,중개거래,개인,개인,,,6534
2026,2,6,여울동,969-4,제2종근린생활,집합,52.89,6,"19,500",2016,중심상업,중개거래,개인,개인,,,1219
2026,2,10,반송동,86-7,업무,집합,31.5,10,"6,500",2008,중심상업,중개거래,개인,개인,,,682
2026,2,10,여울동,978,업무,집합,42,9,"13,000",2021,중심상업,중개거래,법인,개인,,,1023
2026,2,11,장지동,971-1,제2종근린생활,집합,50.92,1,"185,000",2019,준주거,중개거래,법인,개인,,,12010
2026,2,12,여울동,981-1,제2종근린생활,집합,29.81,1,"51,700",2025,중심상업,직거래,개인,법인,,,5733
2026,2,13,영천동,873-1,제2종근린생활,집합,39,1,"9,000",2018,준주거,중개거래,개인,개인,,,763
2026,2,19,반송동,91-7,제1종근린생활,집합,30.24,6,"7,157",2007,중심상업,직거래,개인,개인,,,782
2026,2,19,반송동,91-7,기타,집합,297.71,6,"70,464",2007,중심상업,직거래,개인,개인,,,782
2026,2,19,반송동,91-7,제1종근린생활,집합,136.8,6,"32,379",2007,중심상업,직거래,개인,개인,,,782
2026,2,19,영천동,832-2,제2종근린생활,집합,52.71,1,"47,000",2017,준주거,중개거래,법인,개인,,,2948
2026,2,21,반송동,103-3,교육연구,집합,90.48,6,"19,500",2007,중심상업,중개거래,개인,개인,,,712
2026,2,26,송동,725-4,제2종근린생활,집합,54.71,40,"53,043",2022,일반상업,중개거래,개인,개인,O,26.03.05,3205
2026,3,3,여울동,975,업무,집합,23.6,10,"9,964",2022,중심상업,중개거래,개인,법인,,,1396
2026,3,5,반송동,88-8,숙박,집합,667.95,7,"240,165",2008,중심상업,중개거래,개인,법인,,,1189
2026,3,5,반송동,88-8,숙박,집합,551.73,8,"202,222",2008,중심상업,중개거래,개인,법인,,,1212
2026,3,5,반송동,88-8,숙박,집합,325.38,9,"117,614",2008,중심상업,중개거래,개인,법인,,,1195
2026,3,7,목동,487-1,제2종근린생활,집합,48.45,7,"21,597",2019,근린상업,중개거래,개인,개인,,,1474
2026,3,7,목동,487-1,제2종근린생활,집합,44.65,7,"19,903",2019,근린상업,중개거래,개인,개인,,,1474
2026,3,13,반송동,90-9,제2종근린생활,집합,236.2,4,"50,000",2010,중심상업,중개거래,법인,법인,,,700
2026,3,13,여울동,978,업무,집합,55.15,15,"14,000",,중심상업,중개거래,개인,개인,,,839
2026,3,14,송동,725-1,제1종근린생활,집합,32.49,40,"31,600",,일반상업,중개거래,개인,개인,,,3215
2026,3,17,능동,1052-3,제1종근린생활,집합,19.71,7,"2,500",2016,근린상업,직거래,개인,개인,,,419
2026,3,18,반송동,93-6,판매,집합,81.09,1,"26,100",2008,중심상업,직거래,개인,개인,,,1064
2026,3,23,능동,1152-5,제2종근린생활,집합,42.12,1,"26,000",2008,근린상업,중개거래,개인,개인,,,2041
2026,3,23,여울동,1020,판매,집합,48.44,20,"25,000",,중심상업,중개거래,개인,개인,,,1706
2026,3,24,반송동,220-5,교육연구,집합,114.66,5,"41,800",2007,근린상업,중개거래,법인,개인,O,26.04.29,1205
2026,3,24,반송동,219-3,제1종근린생활,집합,42,1,"83,500",2007,근린상업,중개거래,법인,개인,O,26.04.15,6572
2026,3,26,여울동,978,업무,집합,40.05,17,"17,200",2021,중심상업,중개거래,개인,개인,,,1420
2026,3,28,여울동,973,판매,집합,39.29,,"16,700",2018,중심상업,중개거래,개인,개인,,,1405
2026,3,29,송동,725-1,제1종근린생활,집합,46.94,40,"36,700",2022,일반상업,중개거래,개인,개인,,,2585
2026,4,2,영천동,678-7,제1종근린생활,집합,95.94,5,"41,250",2015,근린상업,중개거래,개인,개인,,,1421
2026,4,2,영천동,678-7,제1종근린생활,집합,31.98,,"13,750",2015,근린상업,중개거래,개인,개인,,,1421
2026,4,3,송동,718,업무,집합,59.27,11,"55,000",2024,준주거,중개거래,개인,개인,,,3068
2026,4,5,목동,488-2,제1종근린생활,집합,59.42,4,"29,700",2018,근린상업,중개거래,기타,개인,,,1652
2026,4,6,반송동,87-3,제1종근린생활,집합,31.45,1,"27,000",2007,중심상업,중개거래,법인,개인,,,2838
2026,4,6,반송동,87-3,제1종근린생활,집합,36.01,1,"30,000",2007,중심상업,중개거래,법인,개인,,,2754
2026,4,6,여울동,978,업무,집합,46,7,"14,500",2021,중심상업,중개거래,법인,개인,,,1042
2026,4,7,석우동,53,제1종근린생활,집합,32.8,2,"25,000",2008,제3종일반주거,중개거래,개인,개인,,,2520
2026,4,9,장지동,969,제2종근린생활,집합,39.85,1,"29,880",2025,제3종일반주거,직거래,개인,개인,O,26.04.23,2479
2026,4,10,영천동,853-1,기타,집합,39.55,1,"32,296",2019,준주거,중개거래,기타,법인,,,2699
2026,4,10,영천동,853-1,기타,집합,62.1,1,"50,713",2019,준주거,중개거래,기타,법인,,,2700
2026,4,10,영천동,853-1,기타,집합,48.3,1,"39,443",2019,준주거,중개거래,기타,법인,,,2700
2026,4,10,영천동,853-1,기타,집합,46.58,1,"38,035",2019,준주거,중개거래,기타,법인,,,2699
2026,4,10,능동,1052-3,제1종근린생활,집합,19.4,3,390,2016,근린상업,직거래,개인,개인,,,66
2026,4,10,영천동,853-1,기타,집합,39.55,1,"31,594",2019,준주거,중개거래,기타,법인,O,26.04.30,2641
2026,4,10,영천동,853-1,기타,집합,62.1,1,"49,611",2019,준주거,중개거래,기타,법인,O,26.04.30,2641
2026,4,10,영천동,853-1,기타,집합,48.3,1,"38,586",2019,준주거,중개거래,기타,법인,O,26.04.30,2641
2026,4,10,영천동,853-1,기타,집합,46.58,1,"37,208",2019,준주거,중개거래,기타,법인,O,26.04.30,2641
2026,4,11,영천동,832-1,업무,집합,26.64,2,"8,100",2018,준주거,중개거래,법인,개인,,,1005
2026,4,11,산척동,745,제2종근린생활,집합,26.95,1,"10,000",2018,제3종일반주거,중개거래,개인,개인,,,1227
2026,4,11,산척동,745,제2종근린생활,집합,26.95,1,"9,000",2018,제3종일반주거,중개거래,개인,개인,,,1104
2026,4,14,영천동,875-2,제1종근린생활,집합,25.46,,"35,145",2024,준주거,직거래,기타,기타,,,4563
2026,4,15,송동,683-2,업무,집합,30.54,14,"26,500",2024,준주거,중개거래,개인,개인,,,2868
2026,4,16,반송동,107-8,교육연구,집합,96,6,"30,680",2007,중심상업,중개거래,개인,개인,,,1056
2026,4,16,반송동,107-8,교육연구,집합,95.16,6,"33,320",2007,중심상업,중개거래,개인,개인,,,1158
2026,4,17,반송동,94,숙박,집합,22.05,6,"16,000",2020,중심상업,중개거래,개인,개인,O,26.05.21,2399
2026,4,17,여울동,969-5,제1종근린생활,집합,128.76,4,"48,500",2017,중심상업,중개거래,법인,개인,,,1245
2026,4,17,영천동,823-6,업무,집합,23.55,,"11,000",2021,준주거,중개거래,법인,개인,,,1544
2026,4,17,송동,725-4,제2종근린생활,집합,30.81,10,"78,510",2022,일반상업,직거래,기타,개인,,,8424
2026,4,18,청계동,535-3,제2종근린생활,집합,57.91,2,"34,500",2016,일반상업,중개거래,개인,개인,,,1969
2026,4,20,영천동,823-6,제2종근린생활,집합,113.82,,"120,000",2021,준주거,직거래,개인,개인,,,3485
2026,4,22,송동,683-2,업무,집합,54.01,11,"35,000",2024,준주거,직거래,법인,개인,,,2142
2026,4,22,여울동,974-1,제2종근린생활,집합,25.42,5,"14,750",2022,중심상업,중개거래,법인,개인,,,1918
2026,4,22,여울동,974-1,업무,집합,24.24,8,"14,200",2022,중심상업,중개거래,법인,개인,,,1937
2026,4,23,영천동,720,제2종근린생활,집합,65.36,1,"50,000",2017,제3종일반주거,직거래,개인,기타,,,2529
2026,4,25,금곡동,4**,제2종근린생활,일반,396,,"62,180",,자연녹지,중개거래,개인,개인,,,519
2026,4,26,산척동,699,제1종근린생활,집합,45.15,,"44,500",2019,제3종일반주거,중개거래,개인,개인,,,3258
2026,4,28,반송동,159,제1종근린생활,집합,29.51,1,"17,500",2009,제3종일반주거,중개거래,개인,개인,,,1960
2026,4,28,반송동,159,제1종근린생활,집합,29.1,1,"17,500",2009,제3종일반주거,중개거래,개인,개인,,,1988
2026,4,29,영천동,823-6,업무,집합,23.55,,"10,500",2021,준주거,중개거래,개인,개인,,,1474
2026,4,30,송동,725-4,제1종근린생활,집합,51.74,40,"34,750",2022,일반상업,중개거래,개인,개인,,,2220
2026,5,6,반송동,7*,제1종근린생활,일반,803.09,,"406,000",2012,준주거,직거래,개인,개인,,,1671
2026,5,6,장지동,964,제2종근린생활,집합,39.68,,"35,000",2021,제1종일반주거,중개거래,개인,개인,,,2916
2026,5,8,반송동,87-4,제1종근린생활,집합,35.64,1,"27,000",2007,중심상업,중개거래,개인,개인,,,2504
2026,5,8,반송동,107-7,제2종근린생활,집합,106.72,7,"24,250",,중심상업,중개거래,법인,개인,,,751
2026,5,8,능동,1052-3,숙박,집합,22.62,6,"1,600",2016,근린상업,직거래,개인,개인,,,234
2026,5,12,여울동,1091,판매,집합,31.56,,"17,500",2021,중심상업,중개거래,개인,개인,O,26.06.01,1833
2026,5,12,능동,1152-5,제1종근린생활,집합,156.22,7,"33,500",2008,근린상업,중개거래,개인,개인,,,709
2026,5,13,반송동,88-3,제2종근린생활,집합,128.86,2,"51,000",2007,중심상업,중개거래,개인,개인,,,1308
2026,5,14,반송동,90-3,제1종근린생활,집합,26.68,4,"15,000",2008,중심상업,직거래,개인,개인,,,1859
2026,5,15,장지동,912-9,제2종근린생활,집합,37.8,1,"35,000",2021,준주거,직거래,법인,개인,,,3061
2026,5,15,장지동,912-9,제2종근린생활,집합,37.8,1,"40,000",2021,준주거,직거래,법인,개인,,,3498
2026,5,16,반송동,219-2,업무,집합,15,6,"4,000",2013,근린상업,중개거래,개인,개인,,,882
2026,5,20,산척동,727-1,제2종근린생활,집합,32.83,,"46,000",2018,제1종일반주거,중개거래,개인,법인,,,4632
2026,5,21,여울동,975,업무,집합,23.6,10,"9,964",2022,중심상업,중개거래,법인,법인,,,1396
2026,5,22,여울동,1089,제1종근린생활,집합,55.45,,"31,530",2021,중심상업,중개거래,법인,개인,,,1880
2026,5,28,반송동,88-13,제2종근린생활,집합,37.43,1,"92,000",2007,중심상업,중개거래,개인,개인,,,8125
2026,5,29,반송동,90-1,판매,집합,38.42,1,"52,272",2012,중심상업,직거래,법인,기타,,,4498
2026,5,29,송동,683-2,업무,집합,30.54,14,"18,500",2024,준주거,중개거래,개인,개인,,,2003
2026,5,29,장지동,971-6,제2종근린생활,집합,75.6,3,"52,000",2020,준주거,직거래,개인,개인,,,2274
2026,5,31,산척동,728-4,제2종근린생활,집합,68.75,6,"42,500",2018,일반상업,중개거래,개인,개인,,,2044
2026,6,2,목동,487-5,제2종근린생활,집합,49.17,7,"23,000",2019,근린상업,중개거래,개인,개인,,,1546
2026,6,8,반송동,90-1,판매,집합,36.86,1,"42,455",2012,중심상업,직거래,법인,법인,,,3808
2026,6,8,반송동,90-1,판매,집합,37.64,1,"43,362",2012,중심상업,직거래,법인,법인,,,3808
2026,6,8,능동,1109,제1종근린생활,집합,50,1,"20,000",2008,제2종일반주거,중개거래,개인,개인,,,1322
2026,6,9,반송동,93-3,판매,집합,41.37,1,"16,000",2010,중심상업,직거래,개인,법인,,,1279
2026,6,10,신동,874,제2종근린생활,집합,81.02,1,"33,000",2024,제3종일반주거,중개거래,개인,법인,,,1346
2026,6,10,송동,690-1,업무,집합,29.66,6,"15,000",2024,준주거,직거래,기타,개인,,,1672
2026,6,11,영천동,823-6,업무,집합,23.55,,"10,000",2021,준주거,중개거래,개인,개인,,,1404
2026,6,11,산척동,718,제2종근린생활,집합,32.76,1,"52,600",2018,제3종일반주거,중개거래,개인,개인,,,5308
2026,6,15,여울동,975,업무,집합,38.22,4,"14,000",2022,중심상업,중개거래,개인,개인,,,1211
2026,6,16,송동,690-1,업무,집합,29.66,6,"23,365",2024,준주거,직거래,기타,개인,,,2604
2026,6,17,장지동,971-3,제2종근린생활,집합,102,5,"69,550",2026,준주거,직거래,개인,기타,,,2254
2026,6,18,여울동,1020,판매,집합,108.65,20,"45,000",2018,중심상업,직거래,개인,기타,,,1369
2026,6,29,영천동,658-6,제1종근린생활,집합,81.04,3,"29,000",2015,준주거,중개거래,법인,공공기관,O,26.07.20,1183
2026,6,29,영천동,658-6,제1종근린생활,집합,116.28,3,"42,000",2015,준주거,중개거래,법인,공공기관,O,26.07.20,1194
2026,6,29,영천동,658-6,제1종근린생활,집합,99.06,3,"36,000",2015,준주거,중개거래,법인,공공기관,O,26.07.20,1201
2026,6,29,영천동,658-6,제1종근린생활,집합,77.52,3,"28,000",2015,준주거,중개거래,법인,공공기관,O,26.07.20,1194
2026,7,1,반송동,103-3,업무,집합,44.46,1,"60,000",2007,중심상업,직거래,개인,개인,,,4461
2026,7,2,영천동,872,업무,집합,30.31,,"13,400",2024,준주거,중개거래,법인,개인,,,1461
2026,7,3,반송동,90-1,판매,집합,38.82,1,"44,755",2012,중심상업,직거래,법인,법인,,,3811
2026,7,6,여울동,1020,판매,집합,42.49,10,"40,500",2018,중심상업,직거래,기타,개인,,,3151
2026,7,7,반송동,7*,제2종근린생활,일반,593.78,,"320,000",2008,준주거,중개거래,개인,개인,,,1782
2026,7,10,반송동,93-2,제2종근린생활,집합,130.34,6,"32,000",2010,중심상업,직거래,개인,개인,,,812
2026,7,10,반송동,86-7,업무,집합,31.5,8,"8,600",2008,중심상업,중개거래,개인,개인,,,903
2026,7,11,청계동,531-4,제1종근린생활,집합,43.29,1,"26,000",2015,준주거,직거래,개인,개인,,,1985
2026,7,15,청계동,534-1,제2종근린생활,집합,90.5,,"50,000",2015,일반상업,중개거래,개인,개인,,,1826
2026,7,15,청계동,520,제2종근린생활,집합,41.04,1,"95,000",2015,제3종일반주거,중개거래,개인,개인,,,7652
2026,7,21,영천동,844-1,업무,집합,20.56,5,"10,500",,준주거,중개거래,개인,개인,,,1688
2026,7,23,반송동,94,숙박,집합,22.05,5,"8,000",2020,중심상업,직거래,개인,개인,,,1199
2026,7,24,송동,683-2,업무,집합,30.54,9,"21,000",,준주거,중개거래,법인,개인,,,2273
2026,7,24,영천동,681-1,제2종근린생활,집합,110.34,2,"62,000",,근린상업,직거래,개인,개인,,,1858
2026,7,25,영천동,848-1,제2종근린생활,집합,60.73,1,"70,000",2019,준주거,직거래,개인,개인,,,3810
2026,7,28,중동,2**,제2종근린생활,일반,515.08,,"189,859",2015,계획관리,직거래,개인,개인,,,1219
2026,7,29,영천동,832-2,제2종근린생활,집합,70.76,1,"38,000",2017,준주거,직거래,기타,개인,,,1775
2026,7,30,목동,485,제1종근린생활,집합,43.68,1,"30,300",2018,제3종일반주거,중개거래,개인,개인,,,2293
2026,7,30,능동,9**,제1종근린생활,일반,86.87,,"65,000",,자연녹지,중개거래,법인,개인,,,2474
2026,8,1,반송동,87-4,제2종근린생활,집합,86,7,"13,017",2007,중심상업,중개거래,개인,법인,,,500
2026,8,1,반송동,87-4,제2종근린생활,집합,107.13,7,"16,983",2007,중심상업,중개거래,개인,법인,,,524
2026,8,5,청계동,536,판매,집합,29.16,,"9,000",2018,일반상업,중개거래,개인,개인,,,1020
2026,8,6,영천동,675-6,제2종근린생활,집합,46.74,1,"8,000",2015,제1종일반주거,중개거래,개인,개인,,,566
2026,8,12,송동,683-2,업무,집합,30.54,9,"25,925",2024,준주거,직거래,법인,개인,,,2806
2026,8,18,영천동,832-2,제2종근린생활,집합,88.03,,"18,000",2017,준주거,중개거래,개인,개인,,,676
2026,8,21,송동,683-2,업무,집합,30.54,9,"26,031",2024,준주거,직거래,개인,개인,,,2818
