dealYear,dealMonth,dealDay,umdNm,jibun,buildingUse,buildingType,buildingAr,floor,dealAmount,buildYear,landUse,dealingGbn,buyerGbn,slerGbn,cdealType,cdealDay,pyeongPrice
2025,4,11,여울동,979,판매,집합,47.12,,"40,534",2025,중심상업,직거래,법인,법인,,,2844
2025,4,11,여울동,979,판매,집합,44.88,,"38,604",2025,중심상업,직거래,법인,법인,,,2844
2025,4,11,여울동,979,판매,집합,45.44,,"39,086",2025,중심상업,직거래,법인,법인,,,2844
2025,4,11,여울동,979,판매,집합,46.28,,"39,810",2025,중심상업,직거래,법인,법인,,,2844
2025,4,11,여울동,979,판매,집합,70.8,,"60,896",2025,중심상업,직거래,법인,법인,,,2843
2025,4,11,여울동,979,판매,집합,45.61,,"39,234",2025,중심상업,직거래,법인,법인,,,2844
2025,4,11,여울동,979,판매,집합,49.31,,"42,414",2025,중심상업,직거래,법인,법인,,,2843
2025,4,11,여울동,979,판매,집합,65.51,,"56,345",2025,중심상업,직거래,법인,법인,,,2843
2025,4,11,여울동,979,판매,집합,31.05,,"26,708",2025,중심상업,직거래,법인,법인,,,2844
2025,4,11,여울동,979,판매,집합,33.45,,"28,774",2025,중심상업,직거래,법인,법인,,,2844
2025,4,11,여울동,979,판매,집합,31.88,,"27,424",2025,중심상업,직거래,법인,법인,,,2844
2025,4,11,여울동,979,판매,집합,36.17,,"31,110",2025,중심상업,직거래,법인,법인,,,2843
2025,4,11,여울동,979,판매,집합,37.05,,"31,868",2025,중심상업,직거래,법인,법인,,,2843
2025,4,11,여울동,979,판매,집합,37.93,,"32,627",2025,중심상업,직거래,법인,법인,,,2844
2025,4,11,여울동,979,판매,집합,38.81,,"33,385",2025,중심상업,직거래,법인,법인,,,2844
2025,4,11,여울동,979,판매,집합,39.69,,"34,143",2025,중심상업,직거래,법인,법인,,,2844
2025,4,11,여울동,979,판매,집합,40.58,,"34,901",2025,중심상업,직거래,법인,법인,,,2843
2025,4,11,여울동,979,판매,집합,55.81,,"48,010",2025,중심상업,직거래,법인,법인,,,2844
2025,4,11,여울동,979,판매,집합,48.35,,"41,592",2025,중심상업,직거래,법인,법인,,,2844
2025,4,11,여울동,979,판매,집합,45.28,,"38,947",2025,중심상업,직거래,법인,법인,,,2843
2025,4,11,여울동,979,판매,집합,46.96,,"40,390",2025,중심상업,직거래,법인,법인,,,2843
2025,4,11,여울동,979,판매,집합,44.72,,"38,466",2025,중심상업,직거래,법인,법인,,,2843
2025,4,11,여울동,979,판매,집합,49.75,,"42,794",2025,중심상업,직거래,법인,법인,,,2844
2025,4,11,여울동,979,판매,집합,56.74,,"48,804",2025,중심상업,직거래,법인,법인,,,2843
2025,4,12,청계동,535-5,제2종근린생활,집합,78,2,"42,000",2016,일반상업,중개거래,개인,개인,,,1780
2025,4,12,능동,1152-3,제1종근린생활,집합,30.75,1,"16,000",2008,근린상업,중개거래,개인,개인,,,1720
2025,4,14,반송동,106-2,기타,집합,83.76,3,"21,300",2007,중심상업,직거래,개인,개인,O,26.01.12,841
2025,4,14,반송동,106-2,제2종근린생활,집합,73.88,3,"18,700",2007,중심상업,직거래,개인,개인,O,26.01.12,837
2025,4,14,반송동,106-2,제2종근린생활,집합,140.17,3,"34,200",2007,중심상업,직거래,개인,개인,O,26.01.12,807
2025,4,14,반송동,106-2,기타,집합,79.18,3,"20,000",2007,중심상업,직거래,개인,개인,O,26.01.12,835
2025,4,14,반송동,106-2,기타,집합,55.16,3,"13,800",2007,중심상업,직거래,개인,개인,O,26.01.12,827
2025,4,14,능동,1114-2,제2종근린생활,집합,115.47,7,"23,500",2008,근린상업,중개거래,법인,개인,,,673
2025,4,14,여울동,975,업무,집합,23.6,8,"9,964",2022,중심상업,중개거래,법인,법인,,,1396
2025,4,15,반송동,86-4,제1종근린생활,집합,60.1,1,"65,000",2008,중심상업,중개거래,개인,개인,,,3575
2025,4,16,송동,683-2,업무,집합,117.65,3,"80,000",2024,준주거,중개거래,법인,개인,,,2248
2025,4,16,반송동,107-2,제2종근린생활,집합,51.48,,"50,000",,중심상업,중개거래,개인,법인,,,3211
2025,4,17,반송동,107-1,제2종근린생활,집합,46.8,1,"89,344",2007,중심상업,직거래,법인,개인,,,6311
2025,4,17,여울동,978,업무,집합,50.51,14,"20,000",2021,중심상업,중개거래,법인,개인,,,1309
2025,4,17,여울동,978,업무,집합,42,14,"17,000",2021,중심상업,중개거래,법인,개인,,,1338
2025,4,18,반송동,88-11,제1종근린생활,집합,141.41,9,"21,963",2007,중심상업,직거래,개인,법인,,,513
2025,4,18,반송동,88-11,제1종근린생활,집합,190.82,9,"29,637",2007,중심상업,직거래,개인,법인,,,513
2025,4,18,반송동,88-11,제1종근린생활,집합,105.42,9,"15,400",2007,중심상업,직거래,개인,법인,,,483
2025,4,18,청계동,536,판매,집합,35.24,21,"25,167",2018,일반상업,중개거래,법인,개인,,,2361
2025,4,19,능동,1114-2,제1종근린생활,집합,106.82,4,"27,500",2008,근린상업,중개거래,개인,개인,,,851
2025,4,21,영천동,823-6,제2종근린생활,집합,36.07,,"35,000",2021,준주거,중개거래,개인,개인,,,3208
2025,4,22,반송동,86-4,제2종근린생활,집합,61.4,10,"13,500",2008,중심상업,중개거래,개인,개인,,,727
2025,4,25,반송동,107-1,제1종근린생활,집합,93.6,2,"16,000",,중심상업,중개거래,개인,개인,,,565
2025,4,26,반송동,103-2,교육연구,집합,100.33,6,"27,500",2007,중심상업,중개거래,개인,법인,,,906
2025,4,26,여울동,978,업무,집합,40.05,6,"17,000",2021,중심상업,중개거래,개인,개인,,,1403
2025,4,28,송동,718,업무,집합,29.14,9,"26,873",2024,준주거,직거래,개인,개인,,,3049
2025,4,29,여울동,973,제2종근린생활,집합,99.25,,"46,700",,중심상업,중개거래,법인,법인,,,1555
2025,4,30,영천동,851,제1종근린생활,집합,39.48,1,"58,933",2023,준주거,중개거래,개인,개인,,,4935
2025,5,1,반송동,93-3,제1종근린생활,집합,92.71,,"26,100",2010,중심상업,직거래,개인,법인,,,931
2025,5,3,장지동,913,교육연구,집합,425.46,,"118,000",2019,제3종일반주거,직거래,개인,개인,,,917
2025,5,7,반송동,86-7,업무,집합,24.6,8,"9,500",2008,중심상업,직거래,개인,개인,,,1277
2025,5,12,반송동,93-8,제2종근린생활,집합,114.48,3,"20,000",2009,중심상업,중개거래,법인,개인,,,578
2025,5,13,목동,487-9,제1종근린생활,집합,59,1,"135,000",2019,근린상업,직거래,법인,개인,,,7564
2025,5,15,반송동,80,제2종근린생활,집합,36,1,"70,000",2007,제3종일반주거,중개거래,개인,개인,O,25.05.21,6428
2025,5,15,여울동,1020,판매,집합,47.62,30,"26,000",2018,중심상업,직거래,개인,개인,,,1805
2025,5,16,능동,1114-3,제2종근린생활,집합,80.04,2,"19,500",2007,근린상업,중개거래,개인,개인,,,805
2025,5,16,반송동,94,숙박,집합,21.64,15,"10,000",2020,중심상업,직거래,개인,개인,,,1528
2025,5,20,여울동,972,제1종근린생활,집합,31,,"34,000",2017,제3종일반주거,직거래,개인,개인,O,25.06.13,3626
2025,5,21,송동,723-1,제1종근린생활,집합,53.05,2,"55,000",2021,준주거,중개거래,개인,개인,,,3427
2025,5,22,반송동,88-11,제2종근린생활,집합,28.68,1,"41,000",2007,중심상업,중개거래,개인,개인,,,4726
2025,5,22,장지동,8**,제2종근린생활,일반,199.89,,"36,427",2001,계획관리,중개거래,개인,개인,,,602
2025,5,22,청계동,535-2,제2종근린생활,집합,165.29,6,"88,000",2015,일반상업,중개거래,개인,개인,,,1760
2025,5,23,반송동,218-2,제1종근린생활,집합,50.75,1,"80,000",2007,근린상업,중개거래,개인,개인,,,5211
2025,5,23,반송동,224,제2종근린생활,집합,54,,"28,500",2007,제3종일반주거,중개거래,개인,개인,O,25.07.24,1745
2025,5,24,목동,488-2,제2종근린생활,집합,50.6,3,"30,000",2018,근린상업,중개거래,개인,개인,O,25.05.27,1960
2025,5,27,영천동,835-1,업무,집합,50.45,2,"32,856",2019,준주거,직거래,법인,법인,,,2153
2025,5,28,산척동,745,제2종근린생활,집합,26.95,1,"13,250",2018,제3종일반주거,중개거래,개인,개인,,,1625
2025,5,29,능동,1152-5,제2종근린생활,집합,83.46,4,"14,700",2008,근린상업,직거래,개인,개인,,,582
2025,5,29,능동,1152-5,제2종근린생활,집합,171.5,4,"28,900",2008,근린상업,직거래,개인,개인,,,557
2025,6,2,반송동,218-2,제1종근린생활,집합,50.75,1,"80,000",2007,근린상업,중개거래,개인,개인,O,25.06.24,5211
2025,6,4,능동,1052-3,숙박,집합,19.4,3,"1,900",2016,근린상업,직거래,개인,개인,,,324
2025,6,4,능동,1113-3,교육연구,집합,118.56,3,"22,000",2008,근린상업,중개거래,법인,개인,,,613
2025,6,5,반송동,134,제2종근린생활,집합,24.48,1,"52,500",2007,제3종일반주거,중개거래,법인,개인,,,7090
2025,6,10,청계동,534-1,판매,집합,213.44,,"39,000",2015,일반상업,직거래,개인,개인,,,604
2025,6,12,반송동,93-3,교육연구,집합,102.6,2,"27,800",2010,중심상업,직거래,법인,법인,,,896
2025,6,12,반송동,93-3,교육연구,집합,93.15,2,"25,200",2010,중심상업,직거래,법인,법인,,,894
2025,6,12,반송동,93-3,교육연구,집합,105.57,2,"28,600",2010,중심상업,직거래,법인,법인,,,896
2025,6,12,장지동,7**,제1종근린생활,일반,198.38,,"80,000",2022,계획관리,중개거래,법인,개인,,,1333
2025,6,12,영천동,652-4,제2종근린생활,집합,39.67,,"10,477",2017,준주거,중개거래,법인,법인,,,873
2025,6,12,영천동,652-4,제2종근린생활,집합,49.25,,"13,009",2017,준주거,중개거래,법인,법인,,,873
2025,6,12,영천동,652-4,제2종근린생활,집합,44.77,,"11,823",2017,준주거,중개거래,법인,법인,,,873
2025,6,12,영천동,652-4,제2종근린생활,집합,39.8,,"10,513",2017,준주거,중개거래,법인,법인,,,873
2025,6,12,영천동,652-4,제2종근린생활,집합,42.29,,"11,169",2017,준주거,중개거래,법인,법인,,,873
2025,6,13,여울동,971,판매,집합,38.12,2,"27,000",2019,중심상업,직거래,개인,개인,,,2341
2025,6,14,송동,694,판매,집합,34.53,1,"66,000",2019,일반상업,중개거래,개인,개인,,,6319
2025,6,14,능동,1052-3,숙박,집합,22.62,6,"1,600",2016,근린상업,직거래,개인,개인,,,234
2025,6,14,여울동,984,판매,집합,29.16,1,"43,900",2020,중심상업,직거래,법인,법인,,,4977
2025,6,14,여울동,984,판매,집합,20.81,1,"18,100",2020,중심상업,직거래,법인,법인,,,2875
2025,6,14,여울동,984,판매,집합,23.06,1,"39,400",2020,중심상업,직거래,법인,법인,,,5648
2025,6,14,여울동,984,판매,집합,33.6,1,"28,100",2020,중심상업,직거래,법인,법인,,,2765
2025,6,14,여울동,984,판매,집합,35.19,1,"53,200",2020,중심상업,직거래,법인,법인,,,4998
2025,6,14,여울동,984,판매,집합,23.53,1,"35,500",2020,중심상업,직거래,법인,법인,,,4988
2025,6,17,영천동,835-1,업무,집합,45.6,2,"28,216",2019,준주거,직거래,법인,법인,,,2046
2025,6,20,산척동,717-1,제2종근린생활,집합,144.52,3,"75,000",2018,일반상업,중개거래,개인,개인,,,1716
2025,6,21,능동,1132,제1종근린생활,집합,47.25,1,"29,650",2008,제2종일반주거,중개거래,개인,개인,,,2074
2025,6,21,영천동,844-1,업무,집합,32.67,18,"23,600",,준주거,중개거래,개인,개인,,,2388
2025,6,21,장지동,8**,제1종근린생활,일반,167,,"103,000",2023,생산관리,중개거래,법인,법인,,,2039
2025,6,23,능동,1065-1,제2종근린생활,집합,49.14,1,"23,500",2017,일반상업,중개거래,개인,개인,,,1581
2025,6,25,송동,718,업무,집합,29.14,12,"30,576",2024,준주거,직거래,개인,법인,,,3469
2025,6,26,금곡동,1**,제2종근린생활,일반,659.14,,"238,660",2016,자연녹지,직거래,개인,법인,,,1197
2025,6,27,반송동,91-6,제2종근린생활,집합,116.08,3,"18,000",2007,중심상업,직거래,개인,개인,,,513
2025,6,27,반송동,91-6,제2종근린생활,집합,81.9,3,"12,000",2007,중심상업,직거래,개인,개인,,,484
2025,6,27,청계동,536,판매,집합,35.24,21,"18,400",2018,일반상업,중개거래,개인,개인,,,1726
2025,6,28,석우동,41-1,제1종근린생활,집합,91.44,1,"82,000",,근린상업,중개거래,개인,개인,,,2965
2025,7,1,여울동,978,업무,집합,46.35,16,"20,000",2021,중심상업,중개거래,법인,개인,O,25.07.08,1426
2025,7,2,여울동,978,업무,집합,46.35,16,"20,000",2021,중심상업,중개거래,법인,개인,,,1426
2025,7,2,능동,1152-3,제2종근린생활,집합,30.75,1,"17,500",,근린상업,중개거래,법인,개인,,,1881
2025,7,2,능동,1052-3,숙박,집합,19.4,11,"1,900",2016,근린상업,직거래,법인,개인,,,324
2025,7,2,능동,1052-3,숙박,집합,19.4,6,"1,900",2016,근린상업,직거래,법인,개인,,,324
2025,7,4,반송동,86-4,교육연구,집합,330.01,4,"159,700",2008,중심상업,중개거래,개인,개인,,,1600
2025,7,4,영천동,678-7,제1종근린생활,집합,36.02,1,"50,000",2015,근린상업,직거래,개인,개인,,,4589
2025,7,4,여울동,984,판매,집합,24.82,1,"29,200",2020,중심상업,직거래,법인,법인,,,3889
2025,7,4,여울동,984,판매,집합,46.21,1,"56,300",2020,중심상업,직거래,법인,법인,,,4028
2025,7,4,여울동,984,판매,집합,38.08,1,"49,500",2020,중심상업,직거래,법인,법인,,,4297
2025,7,4,여울동,984,판매,집합,38.03,1,"51,600",2020,중심상업,직거래,법인,법인,,,4485
2025,7,4,여울동,984,판매,집합,38,1,"53,800",2020,중심상업,직거래,법인,법인,,,4680
2025,7,4,여울동,984,판매,집합,49.29,1,"76,200",2020,중심상업,직거래,법인,법인,,,5111
2025,7,4,여울동,984,판매,집합,36.93,1,"60,800",2020,중심상업,직거래,법인,법인,,,5443
2025,7,7,반송동,88-13,제1종근린생활,집합,36.85,,"79,300",,중심상업,중개거래,개인,개인,,,7114
2025,7,8,반송동,40,제1종근린생활,집합,64,1,"16,000",2008,제2종일반주거,중개거래,개인,개인,,,826
2025,7,8,반송동,40,제1종근린생활,집합,64,1,"16,300",,제2종일반주거,중개거래,개인,개인,O,25.07.14,842
2025,7,9,반송동,104-3,제2종근린생활,집합,31.54,,"60,000",2007,중심상업,중개거래,개인,개인,,,6289
2025,7,9,반송동,104-3,제1종근린생활,집합,31.54,1,"60,000",2007,중심상업,중개거래,개인,개인,O,25.07.15,6289
2025,7,10,송동,694,판매,집합,51.2,1,"65,000",,일반상업,직거래,개인,개인,,,4197
2025,7,12,목동,487-1,제2종근린생활,집합,48.45,6,"22,700",2019,근린상업,중개거래,개인,개인,,,1549
2025,7,13,송동,683-2,업무,집합,30.54,13,"26,100",2024,준주거,중개거래,개인,개인,,,2825
2025,7,16,반송동,219-3,제1종근린생활,집합,50.4,1,"84,000",2007,근린상업,중개거래,개인,개인,,,5510
2025,7,18,목동,496-5,제2종근린생활,집합,36.01,1,"66,150",2020,근린상업,직거래,법인,개인,,,6073
2025,7,18,목동,496-5,제2종근린생활,집합,38.48,1,"68,850",2020,근린상업,직거래,법인,개인,,,5915
2025,7,18,방교동,779-5,제1종근린생활,집합,95.42,2,"25,000",2015,준공업,중개거래,개인,개인,,,866
2025,7,19,영천동,678-1,교육연구,집합,134.22,7,"40,000",2016,근린상업,중개거래,개인,개인,,,985
2025,7,24,여울동,1040-4,제1종근린생활,집합,146.52,3,"65,000",2017,준주거,직거래,법인,개인,,,1467
2025,7,24,반송동,135,제1종근린생활,집합,13.68,1,"16,500",2007,제3종일반주거,직거래,개인,개인,,,3987
2025,7,25,청계동,520,제2종근린생활,집합,34.4,1,"43,000",2015,제3종일반주거,중개거래,개인,법인,,,4132
2025,7,25,능동,1052-3,숙박,집합,19.71,3,"1,900",2016,근린상업,직거래,개인,개인,,,319
2025,7,26,여울동,973,판매,집합,15.23,,"23,315",2018,중심상업,직거래,개인,개인,,,5061
2025,7,28,여울동,968-6,업무,집합,93,8,"29,600",2016,중심상업,중개거래,개인,개인,,,1052
2025,7,29,영천동,837,업무,집합,25.38,3,"7,200",2019,준주거,중개거래,개인,개인,,,938
2025,7,29,여울동,968-6,업무,집합,91.76,8,"28,900",2016,중심상업,중개거래,개인,개인,,,1041
2025,7,29,영천동,678-3,제2종근린생활,집합,118.56,3,"48,800",,근린상업,중개거래,개인,개인,,,1361
2025,7,29,영천동,678-3,제2종근린생활,집합,107.64,3,"44,000",,근린상업,중개거래,개인,개인,,,1351
2025,7,29,여울동,968-2,제1종근린생활,집합,142.89,4,"62,800",2016,중심상업,중개거래,개인,개인,,,1453
2025,7,31,영천동,678-6,교육연구,집합,95.69,6,"31,000",2015,근린상업,중개거래,개인,법인,,,1071
2025,8,1,영천동,846-2,제1종근린생활,집합,58.76,1,"90,000",2019,준주거,직거래,개인,개인,,,5063
2025,8,4,반송동,107-1,교육연구,집합,142.32,6,"44,000",2007,중심상업,중개거래,개인,개인,,,1022
2025,8,5,청계동,531-2,제1종근린생활,집합,79.2,3,"28,500",2015,준주거,직거래,개인,개인,,,1190
2025,8,5,청계동,531-2,제1종근린생활,집합,75.24,3,"28,500",2015,준주거,직거래,개인,개인,,,1252
2025,8,9,산척동,728-3,제2종근린생활,집합,66.08,10,"27,300",2019,일반상업,중개거래,개인,개인,,,1366
2025,8,9,산척동,744,제2종근린생활,집합,35.12,,"15,700",2018,제3종일반주거,중개거래,개인,개인,,,1478
2025,8,9,여울동,968-6,제2종근린생활,집합,93,2,"33,000",2016,중심상업,중개거래,개인,개인,,,1173
2025,8,11,영천동,872,업무,집합,30.31,15,"13,500",,준주거,중개거래,법인,법인,,,1472
2025,8,11,영천동,872,업무,집합,30.31,,"13,500",2024,준주거,중개거래,법인,법인,O,25.08.21,1472
2025,8,12,금곡동,3**,제2종근린생활,일반,169.9,,"84,000",1994,자연녹지,직거래,법인,개인,O,25.10.13,1634
2025,8,13,영천동,675-1,제2종근린생활,집합,107.1,2,"32,000",2015,제1종일반주거,중개거래,개인,개인,,,988
2025,8,13,영천동,675-1,제2종근린생활,집합,88.1,2,"26,000",2015,제1종일반주거,중개거래,개인,개인,,,976
2025,8,14,영천동,872,업무,집합,30.31,6,"13,800",,준주거,중개거래,법인,개인,,,1505
2025,8,14,반송동,103-2,제2종근린생활,집합,100.33,5,"26,000",2007,중심상업,중개거래,개인,법인,,,857
2025,8,15,산척동,728-5,제2종근린생활,집합,64.4,8,"32,000",,일반상업,중개거래,개인,개인,,,1643
2025,8,18,청계동,535-4,교육연구,집합,81.6,6,"29,200",2015,일반상업,중개거래,개인,법인,O,25.10.23,1183
2025,8,18,청계동,535-4,제2종근린생활,집합,64.6,6,"23,200",2015,일반상업,중개거래,개인,법인,O,25.10.23,1187
2025,8,18,청계동,535-4,교육연구,집합,124.08,6,"44,400",2015,일반상업,중개거래,개인,법인,O,25.10.23,1183
2025,8,18,청계동,535-4,교육연구,집합,120.32,6,"43,200",2015,일반상업,중개거래,개인,법인,O,25.10.23,1187
2025,8,18,청계동,535-4,교육연구,집합,58.29,6,"20,000",2015,일반상업,중개거래,개인,법인,O,25.10.23,1134
2025,8,18,여울동,976-7,업무,집합,44.19,7,"48,901",2024,중심상업,직거래,개인,법인,,,3658
2025,8,22,여울동,984,판매,집합,31.92,1,"46,000",2020,중심상업,직거래,법인,개인,,,4764
2025,8,22,영천동,853-1,제2종근린생활,집합,51.03,1,"13,700",2019,준주거,직거래,법인,개인,,,888
2025,8,25,송동,726-1,제1종근린생활,집합,35.28,,"100,000",2021,준주거,중개거래,개인,개인,O,26.02.10,9370
2025,8,25,영천동,875-2,제2종근린생활,집합,89.31,1,"84,135",2024,준주거,직거래,기타,법인,,,3114
2025,8,25,여울동,978,업무,집합,50.51,15,"17,000",2021,중심상업,중개거래,개인,개인,,,1113
2025,8,26,장지동,977,제2종근린생활,집합,32.5,1,"11,000",2018,제3종일반주거,중개거래,개인,개인,,,1119
2025,8,29,영천동,853-1,업무,집합,37.67,19,"14,273",,준주거,중개거래,개인,개인,O,25.09.01,1253
2025,8,30,반송동,107-8,교육연구,집합,95.16,9,"28,000",2007,중심상업,중개거래,법인,개인,,,973
2025,8,30,반송동,107-8,교육연구,집합,93.6,9,"28,000",2007,중심상업,중개거래,법인,개인,,,989
2025,8,30,여울동,969-5,제2종근린생활,집합,47.58,1,"100,000",,중심상업,중개거래,개인,개인,O,25.09.10,6948
2025,9,1,반송동,91-9,제2종근린생활,집합,28.05,1,"50,500",2007,중심상업,직거래,개인,개인,,,5952
2025,9,2,반송동,88-6,숙박,집합,437.57,8,"168,483",2007,중심상업,직거래,개인,개인,,,1273
2025,9,2,반송동,88-6,숙박,집합,393.51,9,"151,517",2007,중심상업,직거래,개인,개인,,,1273
2025,9,3,청계동,564,기타,집합,24.89,21,"3,000",2022,준주거,직거래,개인,개인,,,398
2025,9,4,여울동,968-6,제2종근린생활,집합,136.4,2,"58,000",2016,중심상업,직거래,법인,개인,,,1406
2025,9,4,영천동,788,제2종근린생활,집합,37.05,2,"23,000",2017,제3종일반주거,중개거래,개인,개인,,,2052
2025,9,5,능동,1152-3,제1종근린생활,집합,69.83,6,"16,800",2008,근린상업,중개거래,법인,개인,O,25.10.22,795
2025,9,8,반송동,94,숙박,집합,21.69,18,"9,000",2020,중심상업,직거래,개인,개인,,,1372
2025,9,8,영천동,873-1,제2종근린생활,집합,39,1,"3,500",2018,준주거,직거래,개인,개인,,,297
2025,9,9,송동,690-1,업무,집합,29.66,3,"20,340",2024,준주거,직거래,개인,개인,,,2267
2025,9,10,여울동,978,업무,집합,42.8,12,"14,000",2021,중심상업,중개거래,법인,개인,,,1081
2025,9,11,반송동,106-1,제2종근린생활,집합,100.05,2,"38,500",2010,중심상업,중개거래,개인,개인,,,1272
2025,9,12,반송동,94,숙박,집합,21.69,17,"15,000",2020,중심상업,직거래,개인,개인,,,2286
2025,9,16,여울동,971,판매,집합,47.79,2,"18,900",2019,중심상업,중개거래,개인,개인,,,1307
2025,9,18,반송동,217-1,제2종근린생활,집합,109.5,3,"38,500",,근린상업,중개거래,개인,개인,,,1162
2025,9,18,영천동,679-4,기타,집합,480.83,4,"190,000",2016,근린상업,직거래,개인,개인,,,1306
2025,9,19,산척동,728-4,제2종근린생활,집합,37.8,1,"93,000",2018,일반상업,중개거래,개인,개인,,,8133
2025,9,23,금곡동,1**,제2종근린생활,일반,300,,"136,000",2013,자연녹지,중개거래,개인,법인,,,1499
2025,9,23,영천동,681-4,제1종근린생활,집합,175.59,7,"59,500",,근린상업,중개거래,개인,개인,,,1120
2025,9,23,반송동,94,숙박,집합,21.64,15,"10,000",2020,중심상업,직거래,개인,개인,,,1528
2025,9,24,여울동,969-6,제1종근린생활,집합,98.49,3,"26,904",2018,중심상업,직거래,법인,법인,,,903
2025,9,24,여울동,969-6,제1종근린생활,집합,104.76,3,"27,857",2018,중심상업,직거래,법인,법인,,,879
2025,9,24,반송동,86-1,교육연구,집합,61.64,7,"15,500",2007,중심상업,중개거래,개인,개인,,,831
2025,9,25,목동,496-2,제2종근린생활,집합,43.66,1,"62,000",2021,근린상업,직거래,법인,개인,,,4694
2025,9,25,여울동,978,업무,집합,42,22,"13,000",,중심상업,중개거래,법인,개인,,,1023
2025,9,26,능동,1109,제1종근린생활,집합,100,3,"31,000",2008,제2종일반주거,중개거래,개인,개인,O,25.12.10,1025
2025,9,30,금곡동,5**,제1종근린생활,일반,494.72,,"255,000",2015,자연녹지,중개거래,법인,법인,,,1704
2025,9,30,여울동,978,업무,집합,42,17,"17,700",2021,중심상업,중개거래,법인,개인,,,1393
2025,10,11,여울동,973,판매,집합,38.27,,"21,000",2018,중심상업,중개거래,개인,개인,,,1814
2025,10,13,반송동,93-3,판매,집합,28.44,1,"11,400",2010,중심상업,직거래,개인,법인,,,1325
2025,10,13,금곡동,3**,제1종근린생활,일반,169.9,,"84,000",,자연녹지,직거래,법인,개인,,,1634
2025,10,16,영천동,837,제2종근린생활,집합,42.9,1,"15,000",,준주거,중개거래,개인,개인,,,1156
2025,10,18,송동,725-4,제2종근린생활,집합,23.09,,"31,000",2022,일반상업,중개거래,개인,개인,,,4438
2025,10,18,능동,1151,제1종근린생활,집합,32.25,1,"11,700",2008,제2종일반주거,중개거래,개인,개인,,,1199
2025,10,18,신동,*,제2종근린생활,집합,39.54,1,"14,573",2024,일반상업,중개거래,개인,법인,,,1218
2025,10,20,목동,491,제2종근린생활,집합,35.4,1,"32,000",2019,제3종일반주거,중개거래,개인,개인,,,2988
2025,10,24,여울동,988,제1종근린생활,집합,37,1,"14,967",2017,제3종일반주거,직거래,개인,법인,O,25.11.28,1337
2025,10,24,반송동,106-7,제2종근린생활,집합,45.28,2,"14,000",2010,중심상업,중개거래,개인,개인,,,1022
2025,10,25,여울동,968-6,교육연구,집합,91.76,7,"31,800",2016,중심상업,중개거래,개인,개인,,,1146
2025,10,28,여울동,1089,제1종근린생활,집합,22.32,,"46,800",2021,중심상업,직거래,개인,개인,,,6932
2025,10,28,영천동,823-6,제2종근린생활,집합,26.91,,"10,000",2021,준주거,중개거래,개인,법인,,,1228
2025,10,28,영천동,823-6,제2종근린생활,집합,122.16,,"100,000",2021,준주거,중개거래,개인,법인,,,2706
2025,10,31,송동,683-2,업무,집합,30.54,11,"24,700",2024,준주거,중개거래,개인,개인,,,2674
2025,11,1,석우동,3-1,업무,집합,57,6,"30,434",2014,근린상업,직거래,개인,법인,,,1765
2025,11,1,석우동,3-1,업무,집합,54,6,"27,529",2014,근린상업,직거래,개인,법인,,,1685
2025,11,1,석우동,3-1,업무,집합,45.33,6,"23,102",2014,근린상업,직거래,개인,법인,,,1685
2025,11,1,석우동,3-1,업무,집합,46.8,6,"24,209",2014,근린상업,직거래,개인,법인,,,1710
2025,11,1,석우동,3-1,기타,집합,47.78,1,"78,713",2014,근린상업,직거래,개인,법인,,,5446
2025,11,1,석우동,3-1,업무,집합,47.78,6,"25,592",2014,근린상업,직거래,개인,법인,,,1771
2025,11,1,석우동,3-1,업무,집합,46.8,6,"23,794",2014,근린상업,직거래,개인,법인,,,1681
2025,11,1,석우동,3-1,업무,집합,58.19,6,"31,541",2014,근린상업,직거래,개인,법인,,,1792
2025,11,1,석우동,3-1,기타,집합,41.67,1,"68,615",2014,근린상업,직거래,개인,법인,,,5443
2025,11,1,석우동,3-1,업무,집합,46.8,6,"23,517",2014,근린상업,직거래,개인,법인,,,1661
2025,11,6,반송동,42-3,제2종근린생활,집합,67.08,6,"20,400",2007,근린상업,직거래,개인,개인,,,1005
2025,11,7,장지동,1011,제2종근린생활,집합,42.89,1,"21,648",2019,제3종일반주거,직거래,법인,법인,,,1669
2025,11,7,반송동,86-7,업무,집합,30.75,7,"11,000",2008,중심상업,직거래,개인,개인,,,1183
2025,11,8,반송동,107-1,교육연구,집합,93.6,7,"28,500",2007,중심상업,중개거래,개인,법인,,,1007
2025,11,8,청계동,536,판매,집합,26.73,1,"11,500",2018,일반상업,중개거래,개인,개인,,,1422
2025,11,14,반송동,93-3,판매,집합,107.31,,"20,000",2010,중심상업,중개거래,개인,개인,,,616
2025,11,15,반송동,107-7,제1종근린생활,집합,103.11,1,"39,000",2008,중심상업,중개거래,개인,개인,,,1250
2025,11,18,송동,725-1,제2종근린생활,집합,44.66,50,"48,000",2022,일반상업,중개거래,법인,개인,,,3553
2025,11,25,청계동,536,판매,집합,31.82,10,"62,900",2018,일반상업,중개거래,법인,개인,,,6535
2025,11,27,영천동,832-2,제2종근린생활,집합,52.71,1,"47,000",2017,준주거,중개거래,법인,개인,O,26.02.19,2948
2025,11,27,청계동,535-1,제1종근린생활,집합,53.4,1,"115,000",2015,일반상업,직거래,법인,개인,,,7119
