출처,계획명,계획기간,단위,사업명,사업개요,총사업비,기투자,향후,이후,y1,y2,y3,y4,y5,기준연도,행,수집일
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,장애인생산품판매시 설 지원(자체/직접),"2026.1.1.~2030.12.31. 경기도장애인생산품판 매시설 1개소 인건비, 운영비, 사업비 등 지원",86,0,86,0,16,17,17,18,18,2026,15407,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,시군 장애인복지시 설 종사자 처우개선 비(자체/지원),"2026.1.1.~2030.12.31. 사회복지시설종사자 7,595명 처우개선비 지급",250,0,250,0,48,49,50,51,52,2026,15420,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,장애인복지시설 재 활프로그램 지원(자 체/지원),"2026.1.1.~2030.12.31. 장애인 장애인복지시설 190개 재활프로그램(일반 165, 의료 25) 장애인복지시설의 장애 인에게 다양한 재활프 로그램 참여",15,0,15,0,3,3,3,3,3,2026,15431,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,장애인복지시설 종 사자 역량강화교육 사업(자체/직접),2026.1.1.~2030.12.31. 장애인거주시설 종사자 인권교육등 36회 장애인복지시설 종사자 인권교육 등,4,0,4,0,1,1,1,1,1,2026,15447,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,장애인거주시설 운 영 지원(국비/지원),2026.1.1.~2030.12.31. 장애인거주시설 100개소 운영비 등 지원 Y 보 건복 지부,6876,0,6876,0,1287,1330,1374,1419,1466,2026,15458,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,영 지원(공기청정기 렌탈 지원)(국비/지 원),2026.1.1.~2030.12.31. 장애인거주시설 42개소 장애인거주시설 공기청 정기 보급(임대) Y 보 건복 지부,6,0,6,0,1,1,1,1,1,2026,15503,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,영 지원(실비입소이 용료지원)(국비/지 원),2026.1.1.~2030.12.31. 장애인거주시설 3개소 실비장애인거주시설 입 소장애인 입소료 지원 Y 보 건복 지부,10,0,10,0,2,2,2,2,2,2026,15521,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,장애인 365쉼터 운 영 지원(자체/지원),2026.1.1.~2030.12.31. 중증장애인 15개소 운영비 등 지원,21,0,21,0,4,4,4,4,4,2026,15537,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,장애인거주시설 운 영 지원(자체/지원),"2026.1.1.~2030.12.31. 장애인거주시설 10개 사업, 210개소 시설 운영 등 지원",242,0,242,0,47,48,48,49,50,2026,15547,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,장애인거주시설 지 원(자체/지원),"2026.1.1.~2030.12.31. 장애인거주시설 3개사업 237개소 연장, 야간 근무수당 등 지원",223,0,223,0,41,43,45,46,48,2026,15585,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,장애인거주시설 기 능보강(국비/지원),2026.1.1.~2030.12.31. 장애인거주시설 18건 환경개선 등 지원 Y 보 건복 지부,84,0,84,0,17,17,17,17,17,2026,15597,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,장애인직업재활시설 기능보강(국비/지원 ),2026.1.1.~2030.12.31. 장애인직업재활시설 34건 환경개선 등 지원 Y 보 건복 지부,107,0,107,0,21,21,21,21,21,2026,15613,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,장애인주간이용시설 기능보강(국비/지원 ),2026.1.1.~2030.12.31. 장애인주간이용시설 17개 시군 장애인주간이용시설 기 능보강 Y 보 건복 지부,14,0,14,0,3,3,3,3,3,2026,15629,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,지역 장애인권익옹 호기관 운영지원(국 비/직접),"2026.1.1.~2030.12.31. 도내 학대피해장애인 2개소(남부1, 북부1) 학대신고 접수 및 현장 조사, 학대예방교육 및 홍보 실시 Y 보 건복 지부",28,0,28,0,5,5,6,6,6,2026,15676,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,지역 장애인권익옹 호기관 운영지원(자 체/직접),"2026.1.1.~2030.12.31. 인권침해 피해장애인 1개소 학대신고접수, 현장조 사, 상담지원",58,0,58,0,11,11,12,12,12,2026,15693,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,경기북부 장애인권 익옹호기관 운영(자 체/직접),"2026.1.1.~2030.12.31. 학대피해장애인 1개소 학대신고 접수 및 현장 조사, 학대예방교육 및 홍보",38,0,38,0,7,7,8,8,8,2026,15705,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,장애인자립생활지원 센터 지원(자체/지 원),기간:2026.1.~2030.12. 대상:장애인자립생활지 원센터 규모:56개소 내용:장애인자립생활지 원센터 운영 지원,173,0,173,0,33,35,35,35,36,2026,15721,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,장애인 자립생활 체 험홈 설치운영 지원 (자체/지원),2026.1.~2030.12. 체험홈 운영84호 이상 체험홈 설치운영비 지 원,68,0,68,0,13,13,14,14,14,2026,15762,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,장애인 자립주택 지 원(균특/지원),2026.1.1.~2030.12.31. 지역사회에서 자립을 희망하는 장애인 200명 장애인에게 지역 복지 를 연계한 서비스 및 주 거 제공 Y 보 건복 지부,64,0,64,0,12,13,13,13,13,2026,15774,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,장애인직업재활시설 지원(자체/지원),기간:2026.1.~2030.12. 대상:장애인복지시설 규모:경기도 31개 시군 내용:입소장애인 및 종 사자 등 지원,80,0,80,0,15,15,16,16,17,2026,15794,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,장애인직업재활시설 운영 지원(자체/지 원),기간:2026.1.~2030.12. 대상:직업재활시설 규모: 186개소 내용:직업재활시설 운 영지원,637,0,637,0,120,124,127,131,135,2026,15807,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,시군 장애인직업재 활시설 종사자 처우 개선비(자체/지원),"기간:2026.1.~2030.12. 대상:직업재활시설 종 사자 규모:1,772명 내용:종사자 처우개선",56,0,56,0,11,11,11,12,12,2026,15847,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,장애인직업재활시설 훈련장애인 기회수 당(자체/지원),기간:2026.1.~2030.12. 장애인직업재활시설 경기도 31개 시군 시설 내 훈련장애인 수 당 지원,50,0,50,0,9,10,10,10,11,2026,15859,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,시각장애인안마사 파견사업(국비/직접 ),기간:2026.1.~2030.12. 시각장애인안마사자격 소지자 160명 시각장애인안마사 파견 Y 보 건복 지부,164,0,164,0,31,32,33,34,34,2026,15873,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,장애인일자리지원( 일반형일자리)(국비 /직접),"기간:2026.1.~2030.12. 대상:장애인 규모:50명(도 40, 공공 기관 10) 내용:도 및 공공기관 행 정업무보조 등 Y 보 건복 지부",108,0,108,0,21,21,22,22,23,2026,15889,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,장애인일자리지원( 복지일자리)(국비/ 지원),"기간:2026.1.~2030.12. 18세이상 등록장애인 규모:2,750명 복지일자리제공 Y 보 건복 지부",684,0,684,0,124,130,136,143,150,2026,15946,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,장애인일자리지원( 시간제일자리)(국비 /지원),기간:2026.1.~2030.12. 18세이상 등록 장애인 연간 약585명 내용:행정일자리 Y 보 건복 지부,289,0,289,0,56,57,58,59,60,2026,15962,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,장애인 맞춤형 일자 리 공모사업(자체/ 직접),"기간:2026.1.~2030.12. 도내 거주 미취업/등록 장애인 ('26) 53개소 825명 장애인의 직업훈련, 적 합직종 개발 등 일자리 창출사업 추진",628,0,628,0,118,120,125,130,135,2026,15978,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,발달장애인요양보호 사 보조사업(국비/ 지원),기간:2026.1.~2030.12. 발달장애인 목표인원 80명 요양보호사 업무보조 Y 보 건복 지부,61,0,61,0,11,12,12,12,13,2026,16030,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,발달장애인 가족휴 식지원(국비/직접),"2026.01.01.~2030.12.31 . 발달장애인 및 가족 3,805명 휴식 프로그램 제공 Y 보 건복 지부",57,0,57,0,11,11,11,11,11,2026,16046,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,발달장애인 주간활 동서비스 (국비/지 원),"2026. 1. ~ 2030. 12. 발달장애인(18세이상) (연간) 약2,350명 발달장애인 주간활동서 비스 바우처 지원 Y 보 건복 지부",3583,0,3583,0,695,706,716,727,738,2026,16062,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,청소년 발달장애인 방과후활동서비스( 국비/지원),"2026.1.~2030.12. 청소년 발달장애인(6세 이상~18세미만) (연간) 약2,900명 방과후활동서비스 바우 처 지원 Y 보 건복 지부",1324,0,1324,0,257,261,265,269,273,2026,16106,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,최중증 발달장애인 주간 개별 1:1 지원 (국비/지원),2026.1.1.~2030.12.31. 최중증 발달장애인 최중증 발달장애인 68명 최중증 발달장애인 주 중 낮시간 개별 1:1 맞 춤 돌봄 지원 Y 보 건복 지부,173,0,173,0,33,34,35,36,37,2026,16124,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,최중증 발달장애인 주간 그룹 1:1 지원 (국비/지원),2026.1.1.~2030.12.31. 최중증 발달장애인 최중증 발달장애인 300 명 최중증 발달장애인 주 중 낮시간 그룹형 돌봄 지원 Y 보 건복 지부,503,0,503,0,95,98,100,104,107,2026,16142,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,최중증 발달장애인 24시간 개별 1:1 지 원(국비/직접),2026.1.1.~2030.12.31. 최중증 발달장애인 최중증 발달장애인 30명 최중증 발달장애인 24시 간 개별 1:1 맞춤 돌봄 지원 Y 보 건복 지부,250,0,250,0,47,48,50,51,53,2026,16161,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,경기도 최중증 발달 장애인 맞춤돌봄(자 체/직접),2026.1.~2030.12. 최중증 발달장애인 60명 최중증발달장애인 맞춤 돌봄 및 전문인력 양성,90,0,90,0,17,17,18,18,19,2026,16205,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,경기도 최중증 발달 장애인 가족돌봄(자 체/직접),2026.1.~2030.12. 최중증 발달장애인 중 복지 서비스 미이용자 최중증 발달장애인 210가구 복지서비스 미이용 발달장 애인 210가구에 가족돌봄포 인트 제공,64,0,64,0,12,12,13,13,14,2026,16217,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,아동수당 지급(국비 /지원),기간:2026.1.~2030.12. 대상:31개 시군 규모:9세미만 모든아동 내용:매달 월 10만원 지 급 Y 보 건복 지부,42576,0,42576,0,8515,8515,8515,8515,8515,2026,16232,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,결식아동 급식지원( 자체/지원),"기간:2026.1.~2030.12. 대상:급식지원 필요아 동 규모:49,937명 내용: 전자카드,도시락, 부식배달, 지역아동센 터 단체급식 등",1841,0,1841,0,210,269,346,445,571,2026,16248,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,결식아동 급식지원( 교육비특별회계전입 금)(자체/지원),"기간:2026.1.~2030.12. 대상:급식지원필요아동 규모:13,131명 내용:전자카드,도시락, 부식배달, 지역아동센 터 단체급식 등",606,0,606,0,112,116,121,126,131,2026,16290,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,아동급식지원 플랫 폼 운영·유지(자체 /직접),기간:2026.1.~2030.12. 대상:결식우려아동 규모:경기도 아동급식지원 플랫폼 운영·유지 내용:경기도 아동급식지원 플랫폼 운영·유지,53,0,53,0,6,12,12,12,12,2026,16303,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,아동보호전담요원 지원(균특/지원),기간:2026.1.~2030.12. 대상:아동보호전담요원 규모:아동보호전담요원 118명 내용:아동보호전담요원 지원을 통한 아동보호 체계 공적책임 강화 Y 보 건복 지부,200,0,200,0,40,40,40,40,40,2026,16315,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,취약계층 아동통합 서비스 지원(균특/ 지원),기간:2026.1.~2030.12. 대상:저소득층 아동 지 원 규모:31개소 내용:맞춤형 서비스 지 원 Y 보 건복 지부,580,0,580,0,116,116,116,116,116,2026,16334,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,아동보호전문기관 운영(자체/직접),기간:2026.1.~2030.12. 대상 : 아동보호전문기 관 등 종사자 등 규모: 아동보호전문기 관 3개소 내용 : 아동보호전문기 관 운영 지원,42,0,42,0,8,8,8,9,9,2026,16391,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,아동보호전문기관 운영(국비/지원),"기간:2026.1.~2030.12. 대상: 시군 아동보호전 문기관 24개소, 종사자 404명 규모:시군 아동보호전 문기관 24개소 내용: 아동보호전문기 관 인건비, 운영비, 사 업비 지원 Y 법 무부 N N N N Y N",747,0,747,0,143,146,149,152,155,2026,16404,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,아동보호전문기관 운영(자체/지원),"기간:2026.1.~2030.12. 대상 : 시·군 아동보호 전문기관 및 종사자 규모: 시·군 아동보호 전문기관 24개소 및 종 사자 404명 내용 : 시설 종사자 특 수근무수당, 처우개선 비 등 지원",57,0,57,0,11,11,11,12,12,2026,16422,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,거점심리지원팀 운 영(국비/직접),"기간:2026.1.~2030.12. 대상:거점아동보호전문기관 규모:1개팀 내용:학대피해아동 고난이도 사 례 심리검사 및 치료서비스 지원 , 임상심리치료 전문인력 역량강 화 지원, 심리치료전문가 사례 회의 지원, 심리서비스 현황 조 사 관리 등 Y 보 건복 지부",11,0,11,0,2,2,2,2,2,2026,16438,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,학대피해아동쉼터 운영 지원(국비/지 원),"기간:2026.1.~2030.12. 대상: 학대피해아동쉼 터 44개소 규모 :44개소 내용: 인건비 및 운영비 , 피해아동 심리치료 등 사업비 지원 Y 보 건복 지부",470,0,470,0,94,94,94,94,94,2026,16485,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,아동학대전담의료기 관 활성화 사업(국 비/직접),"기간:2026.1.~2030.12. 대상:전담의료기관 규모:광역 전담의료기 관(1개소) 내용:아동학대 판단, 치 료 전문성 강화, 유기적 협력체계 구축하고 운 영 활성화 도모 Y 보 건복 지부",5,0,5,0,1,1,1,1,1,2026,16504,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,입양아동 가족지원( 입양아동 양육수당) (기금/지원),기간:2026.1.~2030.12. 대상:18세미만 입양아동 규모:1인당 월20만원 내용:양육비 지원 Y 보 건복 지부,288,0,288,0,58,58,58,58,58,2026,16525,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,입양의날 기념행사( 자체/직접),"기간:2026.1.~2030.12. 대상:입양가정 규모:연 1회 내용:입양의 날 기념식, 입 양관련 특강, 입양가정 사 례발표 등",3,0,3,0,1,1,1,1,1,2026,16540,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,아동복지시설 운영( 자체/직접),"기간:2026.1.~2030.12. 대상:아동복지시설 4개 소 규모 : 아동복지시설 4 개소 내용:운영비,인건비,처 우개선비 지원",101,0,101,0,20,20,20,20,21,2026,16580,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,아동복지시설 지원( 자체/지원),"기간:2026.1.~2030.12. 대상:아동복지생활시설 규모:양육시설, 그룹홈 등 내용:운영비,인건비,학 습활동비 지원 등",417,0,417,0,83,83,83,83,83,2026,16593,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,생계급여(아동일시 보호소)(국비/직접),"기간:2026.1.~2030.12. 대상:아동일시보호소 입소아동 규모:3개소 141명 내용:생계보호비(생계 비,주부식비,피복비 등) 지원 Y 보 건복 지부",14,0,14,0,3,3,3,3,3,2026,16606,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,아동일시보호소 지 원(자체/직접),"기간:2026.1.~2030.12. 대상:아동일시보호소지 원 규모:3개소 내용:운영비, 수당 지원",441,0,441,0,88,88,88,88,88,2026,16623,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,아동복지시설 기능 보강(기금/직접),"기간:2026.1.~2030.12. 대상:아동일시보호소 규모:아동일시보호소 3개소 지원(경기남부2, 북부1) 내용:아동일시보호소 기능 보강 Y 보 건복 지부",5,0,5,0,1,1,1,1,1,2026,16634,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,아동복지시설 기능 보강(기금/지원),기간:2026.1.~2030.12. 대상:도내 아동복지시 설 규모:미정 내용:아동복지시설 기 능보강비 지원,90,0,90,0,18,18,18,18,18,2026,16678,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,요보호아동 그룹홈 운영(국비/지원),기간:2026.1.~2030.12. 대상:요보호아동 그룹 홈 규모: 공동생활가정 156 개소 내용:종사자 인건비 및 운영비 Y 보 건복 지부,946,0,946,0,189,189,189,189,189,2026,16692,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,아동 그룹홈 인건비 추가 지원(자체/지 원),기간:2026.1.~2030.12. 대상 : 그룹홈 종사자 규모: 156개소 그룹홈 내용 : 아동복지시설 호 봉제 도입에 따른 인건 비 추가 지원,55,0,55,0,11,11,11,11,11,2026,16711,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,그룹홈 지원센터 운 영(자체/직접),기간:2026.1.~2030.12. 대상:도내 그룹홈 규모:그룹홈 지원센터 1개 소 내용:광역 단위 지원센터 운영,18,0,18,0,4,4,4,4,4,2026,16724,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,아동발달지원계좌 지원(국비/지원),"기간:2026.1.~2030.12. 대상:보호대상아동, 기 초생활수급자가정 및 차상위계층 아동 규모: 45,530명 내용:사회진출 시 초기 비용을 마련 위한 자산 형성 지원 Y 보 건복 지부",1572,0,1572,0,314,314,314,314,314,2026,16764,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,자립준비청년 자립 지원정착금 지원(자 체/지원),기간:2026.1.~2030.12. 대상:저소득 아동 규모:31개시군 내용:보호종료 5년 이내 자립준비청년 대상 자 립지원정착금 지원,52,0,52,0,11,11,10,10,10,2026,16784,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,자립준비청년 자립 수당 지원(국비/지 원),"기간:2026.1.~2030.12. 대상:보호종료 아동 규모:1,610명 내용:자립수당 50만원 지원 Y 보 건복 지부",360,0,360,0,72,72,72,72,72,2026,16798,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,지원 체계 구축_자 립지원 사업비(국비 /직접),"기간:2026.1.~2030.12. 대상: 자립지원통합서비스 대상자 규모: 2,500여명 내용: 자립지원통합서비스 제공 Y 보 건복 지부",135,0,135,0,27,27,27,27,27,2026,16816,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,지원 체계 구축_자 립지원 전담인력 배 치(국비/직접),기간:2026.1.~2030.12. 대상: 자립지원전담인 력 규모: 20명 내용: 자립지원전담인 력 인건비 Y 보 건복 지부,100,0,100,0,20,20,20,20,20,2026,16862,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,자립지원전담기관 운영(자체/직접),기간:2026.1.~2030.12. 대상:경기도자립지원전담기 관 규모:1개소 내용: 보호대상아동 및 자 립준비청년의 맞춤형 자립 지원서비스를 통한 안정적 자립기반 조성,100,0,100,0,20,20,20,20,20,2026,16878,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,아동돌봄 기회소득 운영(자체/직접),2026.1.~2030.12. 아동돌봄공동체 구성원 아동돌봄공동체 100곳 돌봄활동 참여하는 구 성원에게 월 20만원 기 회소득 지급,72,0,72,0,14,14,14,14,14,2026,16894,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,경기도형 아동돌봄 공동체 지원사업(자 체/지원),2026.1.1.~2030.12.31. 도내 아동돌봄공동체 150곳 맞춤형 돌봄 프로그램 운영 지원,5,0,5,0,1,1,1,1,1,2026,16907,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,경기도형 아동돌봄 공동체 역량강화 지 원사업(자체/직접),2026.1.~2030.12. 공모 선정 아동돌봄공 동체 아동돌봄공동체 20개소 공동체 컨설팅 및 네트 워크 활성화,2,0,2,0,0,0,0,0,0,2026,16947,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,경기도 종합 노동복 지회관 시설개선 지 원(자체/직접),2026.1.1.~2026.12.31. 경기도종합노동복지회 관 개보수 1식 회관 내·외부시설 개 보수,9,0,9,0,9,0,0,0,0,2026,16975,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,도 취약노동자 휴가 비 지원(자체/직접),"2026.1.1.~2030.12.31. 경기도 비정규직 노동 자 약13,000명 휴가비 지원",43,0,43,0,8,8,9,9,9,2026,16988,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,노동자의 사기진작 및 복지증진사업(자 체/직접),"2026.1.1. ~ 2030.12.31. 도내 노동자 및 노동단 체 16개사업 2,636백만원 노동절행사 등 16개사업",137,0,137,0,26,27,27,28,28,2026,17029,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,경기이동노동자쉼터 운영 지원(자체/지 원),기간 : 2026~2030년 대상 : 도내 이동노동자 규모 : 쉼터 32개소 내용 : 쉼터 운영비 지 원,41,0,41,0,8,8,8,8,8,2026,17043,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,노동안전지킴이 운 영(자체/지원),"2025.01~2029.12 31개 시군 산업현장 산업현장 10,000개소 이 상 인건비, 점검 지원",69,0,69,0,14,14,14,14,14,2026,17057,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,경기도 건설안전 관 리 시스템 구축(자 체/직접),"2024.1.~2028.12. 경기도민(공무원, 현장관계 자, 노동자 및 일반도민 등 ) 건설안전 관리 시스템 구축 1식 건설현장 안전 강화를 위한 건설 안전 스마트 기술 관 제시스템 기반 조성",30,22,8,0,0,4,4,0,0,2026,17070,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,경기도이민사회통합 지원센터 운영(자체 /직접),"기간:2025.01~2029.12. 대상:외국인 규모:1개소 내용:외국인 인권상담, 실태조사, 인권시책개 발 등",114,14,100,0,20,20,20,20,20,2026,17116,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,지역참여형 이주노 동자 권익 증진(자 체/직접),2025.1.~2029.12. 경기도 이주노동자 경기도 이주노동자 단체 10 개소 이주노동자 단체에서 권익 보호 및 증진 정책을 발굴 하고 道에서 우수 정책에 지원,5,0,5,0,1,1,1,1,1,2026,17129,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,유학생지원센터 운 영지원(자체/직접),기간 : 2026.1.~2030.12. 대상 : 외국인 유학생 규모 : 1개소 내용 : 지속적으로 증가하 고 있는 외국인 유학생의 한국사회 적응 지원,45,0,45,0,9,9,9,9,9,2026,17145,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,시군 일자리센터 운 영지원(자체/지원),2026.01~2030.12. 대상:도내 구인구직자 규모:31개시군 상담사 내용:일자리발굴 및 상 담,293,0,293,0,55,57,59,60,62,2026,17159,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,지역산업맞춤형 일 자리창출 지원사업( 균특/직접),2026.01.~2030.12. 대상:공모사업 선정 기 관 규모:3개 사업 내용:지역산업 특성을 반영한 일자리창출 지 원사업 Y 고 용노 동부,280,0,280,0,63,65,67,69,14,2026,17199,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,경기도일자리재단 운영 지원(자체/직 접),2026.01~2030.12. 대상:경기도일자리재단 규모:필요 인건비 등 내용:재단 운영비 및 사 업비 지원,1749,0,1749,0,322,331,348,365,383,2026,17217,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,지역산업맞춤형 자 치단체 지원사업(전 환)(자체/지원),"2026.01~2030.12. 대상 : 공모신청 시군 규모 : 공모사업선정 내용 : 교육훈련, 취업 지원, 통근버스 지원 등",109,0,109,0,21,21,22,23,23,2026,17229,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,지역공동체 일자리 사업(전환)(자체/지 원),"2026.01~2030.12. 대상 : 취업취약계층 규모 : 연간 1,300명 내외 내용 : 취업취약계층에 공공부문 직접 일자리 제공",292,0,292,0,55,57,58,60,62,2026,17242,2026-09-20
경기도_중기지방재정계획_2026-2030.pdf,중기지방재정계획,2026~2030,억원,미래성장산업 취업 전환(자체/직접),"2026.01~2030.12. 대상 : 경기도내 미취업자, 중장 년층 등 규모: 연간 400명 내외 내용 : 미래 성장산업 분야(전기 차 정비 등) 교육훈련 및 취업지 원",75,0,75,0,15,15,15,15,15,2026,17256,2026-09-20
